Accion,Actividad,Categoria,Emocion,person,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,LHip_x,LHip_y,LKnee_x,LKnee_y,MidHip_x_T-2,MidHip_x_T-4,MidHip_x_T-6,MidHip_x_T-8,MidHip_y_T-2,MidHip_y_T-4,MidHip_y_T-6,MidHip_y_T-8,RHip_x_T-2,RHip_x_T-4,RHip_x_T-6,RHip_x_T-8,RHip_y_T-2,RHip_y_T-4,RHip_y_T-6,RHip_y_T-8,RKnee_x_T-2,RKnee_x_T-4,RKnee_x_T-6,RKnee_x_T-8,RKnee_y_T-2,RKnee_y_T-4,RKnee_y_T-6,RKnee_y_T-8,LHip_x_T-2,LHip_x_T-4,LHip_x_T-6,LHip_x_T-8,LHip_y_T-2,LHip_y_T-4,LHip_y_T-6,LHip_y_T-8,LKnee_x_T-2,LKnee_x_T-4,LKnee_x_T-6,LKnee_x_T-8,LKnee_y_T-2,LKnee_y_T-4,LKnee_y_T-6,LKnee_y_T-8
DarPaso,Caminar,Pausa,Neutral,0.0,860.775,195.736,831.416,198.68599999999998,857.8330000000001,298.53,888.6460000000001,192.78900000000002,873.9830000000001,291.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarPaso,Caminar,Pausa,Neutral,0.0,863.7080000000001,200.139,835.799,204.54,863.725,307.308,893.065,195.765,876.9,291.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarPaso,Caminar,Pausa,Neutral,0.0,866.62,204.562,837.294,211.88,871.023,314.64599999999996,897.452,201.60299999999998,878.375,288.244,860.775,,,,195.736,,,,831.416,,,,198.68599999999998,,,,857.8330000000001,,,,298.53,,,,888.6460000000001,,,,192.78900000000002,,,,873.9830000000001,,,,291.181,,,
DarPaso,Caminar,Pausa,Neutral,0.0,871.0360000000001,208.97,840.2080000000001,214.84400000000002,875.431,316.106,898.9680000000001,204.558,884.27,280.906,863.7080000000001,,,,200.139,,,,835.799,,,,204.54,,,,863.725,,,,307.308,,,,893.065,,,,195.765,,,,876.9,,,,291.172,,,
DarPaso,Caminar,Pausa,Neutral,0.0,876.8969999999999,216.3,847.554,222.18400000000003,878.3889999999999,320.505,904.7919999999999,211.88299999999998,893.069,279.411,866.62,860.775,,,204.562,195.736,,,837.294,831.416,,,211.88,198.68599999999998,,,871.023,857.8330000000001,,,314.64599999999996,298.53,,,897.452,888.6460000000001,,,201.60299999999998,192.78900000000002,,,878.375,873.9830000000001,,,288.244,291.181,,
DarPaso,Caminar,Pausa,Neutral,0.0,881.2869999999999,220.71099999999998,850.515,228.033,878.388,327.87800000000004,909.206,214.83,900.421,285.301,871.0360000000001,863.7080000000001,,,208.97,200.139,,,840.2080000000001,835.799,,,214.84400000000002,204.54,,,875.431,863.725,,,316.106,307.308,,,898.9680000000001,893.065,,,204.558,195.765,,,884.27,876.9,,,280.906,291.172,,
DarPaso,Caminar,Pausa,Neutral,0.0,882.7539999999999,226.584,851.947,232.445,881.315,333.75,910.679,219.24400000000003,912.1439999999999,298.499,876.8969999999999,866.62,860.775,,216.3,204.562,195.736,,847.554,837.294,831.416,,222.18400000000003,211.88,198.68599999999998,,878.3889999999999,871.023,857.8330000000001,,320.505,314.64599999999996,298.53,,904.7919999999999,897.452,888.6460000000001,,211.88299999999998,201.60299999999998,192.78900000000002,,893.069,878.375,873.9830000000001,,279.411,288.244,291.181,
DarPaso,Caminar,Pausa,Neutral,0.0,884.248,229.54,853.4169999999999,238.32,881.3380000000001,338.135,913.612,225.12099999999998,923.8710000000001,310.28700000000003,881.2869999999999,871.0360000000001,863.7080000000001,,220.71099999999998,208.97,200.139,,850.515,840.2080000000001,835.799,,228.033,214.84400000000002,204.54,,878.388,875.431,863.725,,327.87800000000004,316.106,307.308,,909.206,898.9680000000001,893.065,,214.83,204.558,195.765,,900.421,884.27,876.9,,285.301,280.906,291.172,
DarPaso,Caminar,Pausa,Neutral,0.0,885.7139999999999,235.388,853.442,242.727,879.8660000000001,339.606,918.02,229.502,932.683,320.53700000000003,882.7539999999999,876.8969999999999,866.62,860.775,226.584,216.3,204.562,195.736,851.947,847.554,837.294,831.416,232.445,222.18400000000003,211.88,198.68599999999998,881.315,878.3889999999999,871.023,857.8330000000001,333.75,320.505,314.64599999999996,298.53,910.679,904.7919999999999,897.452,888.6460000000001,219.24400000000003,211.88299999999998,201.60299999999998,192.78900000000002,912.1439999999999,893.069,878.375,873.9830000000001,298.499,279.411,288.244,291.181
DarPaso,Caminar,Pausa,Neutral,0.0,887.196,241.255,856.3610000000001,247.146,882.755,342.545,920.952,233.918,941.497,332.24699999999996,884.248,881.2869999999999,871.0360000000001,863.7080000000001,229.54,220.71099999999998,208.97,200.139,853.4169999999999,850.515,840.2080000000001,835.799,238.32,228.033,214.84400000000002,204.54,881.3380000000001,878.388,875.431,863.725,338.135,327.87800000000004,316.106,307.308,913.612,909.206,898.9680000000001,893.065,225.12099999999998,214.83,204.558,195.765,923.8710000000001,900.421,884.27,876.9,310.28700000000003,285.301,280.906,291.172
DarPaso,Caminar,Pausa,Neutral,0.0,891.581,247.136,859.297,251.546,882.7919999999999,344.039,925.3430000000001,241.273,945.945,341.108,885.7139999999999,882.7539999999999,876.8969999999999,866.62,235.388,226.584,216.3,204.562,853.442,851.947,847.554,837.294,242.727,232.445,222.18400000000003,211.88,879.8660000000001,881.315,878.3889999999999,871.023,339.606,333.75,320.505,314.64599999999996,918.02,910.679,904.7919999999999,897.452,229.502,219.24400000000003,211.88299999999998,201.60299999999998,932.683,912.1439999999999,893.069,878.375,320.53700000000003,298.499,279.411,288.244
DarPaso,Caminar,Pausa,Neutral,0.0,894.539,250.06400000000002,860.7819999999999,257.402,885.698,348.41900000000004,928.283,244.209,948.872,346.936,887.196,884.248,881.2869999999999,871.0360000000001,241.255,229.54,220.71099999999998,208.97,856.3610000000001,853.4169999999999,850.515,840.2080000000001,247.146,238.32,228.033,214.84400000000002,882.755,881.3380000000001,878.388,875.431,342.545,338.135,327.87800000000004,316.106,920.952,913.612,909.206,898.9680000000001,233.918,225.12099999999998,214.83,204.558,941.497,923.8710000000001,900.421,884.27,332.24699999999996,310.28700000000003,285.301,280.906
DarPaso,Caminar,Pausa,Neutral,0.0,897.443,257.389,862.258,263.288,887.201,357.251,929.7639999999999,250.05599999999998,953.2360000000001,352.837,891.581,885.7139999999999,882.7539999999999,876.8969999999999,247.136,235.388,226.584,216.3,859.297,853.442,851.947,847.554,251.546,242.727,232.445,222.18400000000003,882.7919999999999,879.8660000000001,881.315,878.3889999999999,344.039,339.606,333.75,320.505,925.3430000000001,918.02,910.679,904.7919999999999,241.273,229.502,219.24400000000003,211.88299999999998,945.945,932.683,912.1439999999999,893.069,341.108,320.53700000000003,298.499,279.411
DarPaso,Caminar,Pausa,Neutral,0.0,897.466,263.252,862.2589999999999,267.67400000000004,887.198,358.717,931.215,255.94,951.783,361.648,894.539,887.196,884.248,881.2869999999999,250.06400000000002,241.255,229.54,220.71099999999998,860.7819999999999,856.3610000000001,853.4169999999999,850.515,257.402,247.146,238.32,228.033,885.698,882.755,881.3380000000001,878.388,348.41900000000004,342.545,338.135,327.87800000000004,928.283,920.952,913.612,909.206,244.209,233.918,225.12099999999998,214.83,948.872,941.497,923.8710000000001,900.421,346.936,332.24699999999996,310.28700000000003,285.301
DarPaso,Caminar,Pausa,Neutral,0.0,898.932,267.687,863.721,274.994,887.2189999999999,361.64599999999996,932.679,263.262,953.2489999999999,371.906,897.443,891.581,885.7139999999999,882.7539999999999,257.389,247.136,235.388,226.584,862.258,859.297,853.442,851.947,263.288,251.546,242.727,232.445,887.201,882.7919999999999,879.8660000000001,881.315,357.251,344.039,339.606,333.75,929.7639999999999,925.3430000000001,918.02,910.679,250.05599999999998,241.273,229.502,219.24400000000003,953.2360000000001,945.945,932.683,912.1439999999999,352.837,341.108,320.53700000000003,298.499
DarPaso,Caminar,Pausa,Neutral,0.0,898.954,275.005,863.7230000000001,279.431,888.677,367.51300000000003,932.701,269.137,950.328,370.44,897.466,894.539,887.196,884.248,263.252,250.06400000000002,241.255,229.54,862.2589999999999,860.7819999999999,856.3610000000001,853.4169999999999,267.67400000000004,257.402,247.146,238.32,887.198,885.698,882.755,881.3380000000001,358.717,348.41900000000004,342.545,338.135,931.215,928.283,920.952,913.612,255.94,244.209,233.918,225.12099999999998,951.783,948.872,941.497,923.8710000000001,361.648,346.936,332.24699999999996,310.28700000000003
DarPaso,Caminar,Pausa,Neutral,0.0,898.966,279.432,865.176,286.755,891.581,373.37800000000004,932.706,275.039,953.2669999999999,383.67400000000004,898.932,897.443,891.581,885.7139999999999,267.687,257.389,247.136,235.388,863.721,862.258,859.297,853.442,274.994,263.288,251.546,242.727,887.2189999999999,887.201,882.7919999999999,879.8660000000001,361.64599999999996,357.251,344.039,339.606,932.679,929.7639999999999,925.3430000000001,918.02,263.262,250.05599999999998,241.273,229.502,953.2489999999999,953.2360000000001,945.945,932.683,371.906,352.837,341.108,320.53700000000003
DarPaso,Caminar,Pausa,Neutral,0.0,900.408,283.836,866.64,289.70099999999996,890.1139999999999,374.841,934.1469999999999,277.971,956.1610000000001,392.464,898.954,897.466,894.539,887.196,275.005,263.252,250.06400000000002,241.255,863.7230000000001,862.2589999999999,860.7819999999999,856.3610000000001,279.431,267.67400000000004,257.402,247.146,888.677,887.198,885.698,882.755,367.51300000000003,358.717,348.41900000000004,342.545,932.701,931.215,928.283,920.952,269.137,255.94,244.209,233.918,950.328,951.783,948.872,941.497,370.44,361.648,346.936,332.24699999999996
DarPaso,Caminar,Pausa,Neutral,0.0,901.8760000000001,291.16,869.561,294.111,888.643,376.332,934.188,288.22900000000004,957.6360000000001,404.202,898.966,898.932,897.443,891.581,279.432,267.687,257.389,247.136,865.176,863.721,862.258,859.297,286.755,274.994,263.288,251.546,891.581,887.2189999999999,887.201,882.7919999999999,373.37800000000004,361.64599999999996,357.251,344.039,932.706,932.679,929.7639999999999,925.3430000000001,275.039,263.262,250.05599999999998,241.273,953.2669999999999,953.2489999999999,953.2360000000001,945.945,383.67400000000004,371.906,352.837,341.108
DarPaso,Caminar,Pausa,Neutral,0.0,901.8889999999999,298.491,868.1239999999999,301.445,890.133,382.205,935.64,295.57099999999997,957.66,411.561,900.408,898.954,897.466,894.539,283.836,275.005,263.252,250.06400000000002,866.64,863.7230000000001,862.2589999999999,860.7819999999999,289.70099999999996,279.431,267.67400000000004,257.402,890.1139999999999,888.677,887.198,885.698,374.841,367.51300000000003,358.717,348.41900000000004,934.1469999999999,932.701,931.215,928.283,277.971,269.137,255.94,244.209,956.1610000000001,950.328,951.783,948.872,392.464,370.44,361.648,346.936
DarPaso,Caminar,Pausa,Neutral,0.0,904.794,310.25,871.035,313.186,894.533,386.605,940.035,308.765,957.687,421.84,901.8760000000001,898.966,898.932,897.443,291.16,279.432,267.687,257.389,869.561,865.176,863.721,862.258,294.111,286.755,274.994,263.288,888.643,891.581,887.2189999999999,887.201,376.332,373.37800000000004,361.64599999999996,357.251,934.188,932.706,932.679,929.7639999999999,288.22900000000004,275.039,263.262,250.05599999999998,957.6360000000001,953.2669999999999,953.2489999999999,953.2360000000001,404.202,383.67400000000004,371.906,352.837
DarPaso,Caminar,Pausa,Neutral,0.0,901.87,313.177,866.622,314.675,897.429,391.006,937.096,311.722,957.664,432.087,901.8889999999999,900.408,898.954,897.466,298.491,283.836,275.005,263.252,868.1239999999999,866.64,863.7230000000001,862.2589999999999,301.445,289.70099999999996,279.431,267.67400000000004,890.133,890.1139999999999,888.677,887.198,382.205,374.841,367.51300000000003,358.717,935.64,934.1469999999999,932.701,931.215,295.57099999999997,277.971,269.137,255.94,957.66,956.1610000000001,950.328,951.783,411.561,392.464,370.44,361.648
DarPaso,Caminar,Pausa,Neutral,0.0,901.8919999999999,322.005,868.1089999999999,324.913,897.4839999999999,393.941,935.6489999999999,321.976,957.659,435.04,904.794,901.8760000000001,898.966,898.932,310.25,291.16,279.432,267.687,871.035,869.561,865.176,863.721,313.186,294.111,286.755,274.994,894.533,888.643,891.581,887.2189999999999,386.605,376.332,373.37800000000004,361.64599999999996,940.035,934.188,932.706,932.679,308.765,288.22900000000004,275.039,263.262,957.687,957.6360000000001,953.2669999999999,953.2489999999999,421.84,404.202,383.67400000000004,371.906
DarPaso,Caminar,Pausa,Neutral,0.0,903.342,335.208,868.1039999999999,336.67800000000005,898.924,405.652,938.564,333.75199999999995,957.659,442.38800000000003,901.87,901.8889999999999,900.408,898.954,313.177,298.491,283.836,275.005,866.622,868.1239999999999,866.64,863.7230000000001,314.675,301.445,289.70099999999996,279.431,897.429,890.133,890.1139999999999,888.677,391.006,382.205,374.841,367.51300000000003,937.096,935.64,934.1469999999999,932.701,311.722,295.57099999999997,277.971,269.137,957.664,957.66,956.1610000000001,950.328,432.087,411.561,392.464,370.44
